timestamp,open,high,low,close,volume,atr,atr_pct,rolling_body,ema20,ema50,ema200,sma200,ema50_slope,ema20_slope,rsi,macd,macd_signal,macd_hist,adx,bb_mid,bb_upper,bb_lower,bb_width,atr_pct_rank,bb_width_rank,bbwp,swing_high_20,swing_low_20,range_pos,volume_sma20,bbwp_low_streak
2022-01-01 00:00:00+00:00,46216.93,46949.99,46208.37,46813.2,3495.20465,,,,46813.2,46813.2,46813.2,,,,50.0,0.0,0.0,0.0,,,,,,,,,,,0.8155524392546024,,0
2022-01-01 04:00:00+00:00,46813.21,47555.55,46591.23,47194.73,3522.79888,,,,46849.53619047619,46828.16196078431,46816.99631840796,,,,50.0,30.43544159544399,6.0870883190887985,24.34835327635519,,,,,,,,,,,0.6258296001327363,,0
2022-01-01 08:00:00+00:00,47194.73,47344.69,46715.39,46758.87,2729.67811,,,,46840.90131519274,46825.444628988844,46816.41794708052,,,,91.92216096001493,19.16457171613729,8.702584998498498,10.46198671763879,,,,,,,,,,,0.06909264261878754,,0
2022-01-01 12:00:00+00:00,46758.87,47491.14,46756.3,47219.04,3055.90946,,,,46876.914523269625,46840.87974157751,46820.42413666181,,9.226580525838168,21.238174423209177,92.60165513448548,46.824436378039536,16.326955274406707,30.49748110363283,,,,,,,,,,,0.6297153121768007,,0
2022-01-01 16:00:00+00:00,47219.04,47954.63,47186.07,47329.78,4061.67681,,,,46920.044568672514,46860.05230073134,46825.49235420746,,10.630113315676377,23.5027927321086,92.75949983689299,76.79561881825066,28.420687983175497,48.37493083507516,,,,,,,,,,,0.18698605183720146,,0
2022-01-01 20:00:00+00:00,47329.79,47814.0,47222.22,47722.65,2739.19534,,,,46996.483181179894,46893.87966148697,46834.41929595664,,22.811677499375946,51.86062199571703,93.30520928763495,130.74220769511885,48.88499192556417,81.85721576955467,,,,,,,,,,,0.8456352022711164,,0
2022-01-02 00:00:00+00:00,47722.66,47750.0,47269.47,47329.47,2387.90724,,,,47028.19621154371,46910.96163554631,46839.34517360882,,23.360631322932022,50.42722942469603,86.29537632520356,140.1533276676564,67.13865907398262,73.01466859367379,,,,,,,,,,,0.12486213139658324,,0
2022-01-02 04:00:00+00:00,47329.47,47415.73,46770.23,47173.45,3018.46827,,,,47042.0299056824,46921.255296897434,46842.66959974207,,20.400998722031847,40.66177900329543,83.61102794152723,133.48348345618433,80.40762395042296,53.07585950576137,,,,,,,,,,,0.6246630518977442,,0
2022-01-02 08:00:00+00:00,47173.44,47499.45,46970.05,47235.5,2119.84865,,,,47060.455628950745,46933.57861858773,46846.57835994364,,13.23298570025266,21.324149256950477,83.82650519013838,131.68650028816046,90.66339921797046,41.023101070189995,,,,,,,,,,,0.5014166981488478,,0
2022-01-02 12:00:00+00:00,47238.89,47447.0,47013.5,47340.47,2780.32874,,,,47087.12366428877,46949.53514334899,46851.49270462082,,12.857835934228206,19.64248424835144,84.20484470411516,137.1515818483822,99.96103574405282,37.19054610432937,,,,,,,,,,,0.7542560553633245,,0
2022-01-02 16:00:00+00:00,47340.47,47990.0,46654.0,46907.68,5597.88593,,,,47070.03379149936,46947.89376517844,46852.05178218678,,8.879489427003136,9.334628605652446,76.28174450588781,105.34580151125556,101.03798889749336,4.307812613762195,,,,,,,,,,,0.1898802395209583,,0
2022-01-02 20:00:00+00:00,46907.67,47469.34,46815.17,47286.18,2436.02157,,,,47090.619144689896,46961.15989203419,46856.371465946126,,9.19375781548782,10.05450524638339,78.21254712588005,109.41995308175683,102.71438173434606,6.705571347410768,,,,,,,,,,,0.7200116177752011,,0
2022-01-03 00:00:00+00:00,47286.18,47289.11,46722.39,46793.26,2994.31942,,,,47062.299226147996,46954.57558254266,46855.743491160596,,1.6801463978893783,-8.274812713590412,70.19806413579688,72.04374758192716,96.58025490386228,-24.53650732193512,,,,,,,,,,,0.1250529361942449,,0
2022-01-03 04:00:00+00:00,46793.27,47211.09,46750.0,47051.37,2838.97703,681.2378571428557,0.01447859769317781,,47061.258347467236,46958.37144205079,46857.69002358686,,3.4925589574486366,-2.925148010707441,71.82608283770692,62.52935583611543,89.77007509031293,-27.2407192541975,,,,,,,,,,,0.6536034179878221,,0
2022-01-03 08:00:00+00:00,47051.36,47431.67,46778.0,47378.0,4262.39073,674.955714285713,0.014246184184341109,,47091.42421913702,46974.82746393116,46862.86723728252,,4.5558572989878785,0.2683581490418874,73.77823120151001,80.41842947303667,87.8997459668577,-7.481316493821026,,,,,,,,,,,0.917894350360276,,0
2022-01-03 12:00:00+00:00,47378.0,47570.0,46575.25,46693.45,5463.72051,677.1292857142845,0.014501590388251126,,47053.52191255254,46963.79305358092,46861.18149362796,,3.072490346086852,-2.92577119848526,63.80066574665434,38.90965890966618,78.1017285554194,-39.19206964575322,,,,,,,,,,,0.11882382508167588,,0
2022-01-03 16:00:00+00:00,46693.44,46790.0,46263.29,46360.01,5861.46189,669.8014285714271,0.014447827525736666,,46987.47315897611,46940.11528677383,46856.19471259684,,-6.0853850923206965,-24.595062830376264,59.574432461898894,-20.654074824131385,58.35056787950924,-79.00464270364063,,,,,,,,,,,0.18363046078487463,,0
2022-01-03 20:00:00+00:00,46360.01,46576.94,45696.0,46446.1,6241.20752,680.2371428571417,0.014645732211254373,,46935.91381050219,46920.74213827289,46852.11416819289,,-18.028441886087723,-51.83680287827641,60.30553435665068,-60.217865358317795,34.63688123194384,-94.85474659026164,,,,,,,,,,,0.8514768315662775,,0
2022-01-04 00:00:00+00:00,46446.1,46549.19,45934.5,46313.97,3604.76267,669.2464285714278,0.014450206461925588,,46876.681066644844,46896.94715245827,46846.75949985266,,-22.281967040883803,-58.946948635898785,58.55520138737695,-101.06917856477958,7.495669272599155,-108.56484783737874,,,,,,,,,,,0.6173355675218398,,0
2022-01-04 04:00:00+00:00,46313.96,46600.21,45996.26,46550.0,5734.35172,670.1157142857135,0.014395611477673759,322.5735000000004,46845.56858410724,46883.34138177364,46843.80666900836,,-18.92463500006367,-47.30152495628863,60.74693386899219,-113.09480368590448,-16.622425319101573,-96.4723783668029,,46994.859000000004,47773.73669349711,46215.9813065029,0.03314735739486325,,,,47990.0,45696.0,0.9168639788061936,3747.3057569999996,0
2022-01-04 08:00:00+00:00,46549.99,46772.41,46300.0,46733.77,4686.5322,669.5357142857138,0.014326593259771548,301.9490000000005,46834.92109990655,46877.47583739036,46842.71177677942,,-14.422100294177653,-33.66423686521497,62.41356958788429,-106.56804497812846,-34.611549250906954,-71.9564957272215,,46990.8875,47774.46119037466,46207.31380962533,0.03335002729517146,,,,47990.0,45696.0,0.9182066425350724,3806.8721345,0
2022-01-04 12:00:00+00:00,46733.78,47557.54,46410.0,46925.35,8065.90334,705.3957142857138,0.015032295215394531,292.4515000000003,46843.53337610592,46879.35325553192,46843.53404765724,,-5.864632308783864,-11.04923017964029,64.12372162271502,-84.95730188822927,-44.68069977837142,-40.27660210985785,,46977.4185,47755.48044166288,46199.35655833712,0.03312493391533991,,,,47990.0,45696.0,0.4490910992209406,4034.0273575,0
2022-01-04 16:00:00+00:00,46925.34,46984.99,45500.0,46052.36,9855.45649,773.6521428571426,0.016799402741947266,314.30750000000006,46768.1835307625,46846.92214747184,46835.66166907359,,-12.139744767264347,-25.7950177815801,52.4195493568535,-136.69786155411566,-63.08413213352027,-73.61372942059539,,46942.093,47819.71764001537,46064.46835998463,0.03739179844475058,,,,47990.0,45500.0,0.3719621007548881,4390.3162765,0
2022-01-04 20:00:00+00:00,46052.35,46428.27,45760.05,45832.01,3544.40718,790.4178571428565,0.01724597845791307,302.316,46679.02414688036,46807.121671100394,46825.675085301715,,-23.45138876332203,-51.965651008729765,49.941706107216696,-193.2553044655142,-89.11836659991906,-104.13693786559514,,46872.741500000004,47869.36324703556,45876.11975296445,0.04252457676432495,,,,47990.0,45500.0,0.10768908443327016,4414.7411624999995,0
2022-01-05 00:00:00+00:00,45832.01,46549.0,45722.21,46422.55,3034.64069,754.0457142857138,0.0162430912193689,326.30600000000015,46654.59803765365,46792.04042909646,46821.66389042309,,-29.10427547848667,-62.978446150756405,55.951171723904395,-188.25574772127584,-108.94584282419041,-79.30990489708543,,46827.38,47818.98642544785,45835.77357455214,0.04235156549214819,,,,47990.0,45500.0,0.8470591081169379,4363.389356500001,0
2022-01-05 04:00:00+00:00,46422.56,46527.39,46246.01,46407.51,2185.03432,727.4178571428565,0.01567457200661825,307.4154999999999,46631.0658435914,46776.96080442601,46817.542956190024,,-23.320447681944643,-45.70589572369985,55.76754978262125,-183.39312351743138,-123.8352989628386,-59.55782455459277,,46761.623,47674.55909302133,45848.68690697867,0.03904638181704385,,,,47990.0,45500.0,0.5739569265761657,4335.6813055,0
2022-01-05 08:00:00+00:00,46407.5,47070.0,46110.0,46270.99,5623.80527,755.509285714285,0.016327925676850336,294.5814999999999,46596.772906106504,46757.11881209558,46812.10461831749,,-16.667619668272284,-27.41708025795136,54.03407999529678,-188.3839094145078,-136.74502105317245,-51.63888836133535,23.644102577274094,46708.699,47605.61183411253,45811.78616588747,0.038404530775414336,,,,47990.0,45500.0,0.16769791666666453,4497.476207,0
